CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
50217510,2018.0,3.0,0.88,0.55,50217510,LTC PROPERTIES INC,"LTC Properties, Inc.",high,transcripts_by_company/LTC_Properties_Inc_2018Q3.txt,2018-08-09,2018-08-08,1.73,2018-08-08,high,50217510_2018_3,0.0525
06643P10,2011.0,3.0,-0.1,,06643P10,BANKFINANCIAL CORP,BankFinancial Corporation,high,transcripts_by_company/BankFinancial_Corporation_2011Q3.txt,2011-08-05,2011-08-04,,2011-08-04,high,06643P10_2011_3,
48354810,2016.0,1.0,0.41,0.54,48354810,KAMAN CORP,Kaman Corporation,high,transcripts_by_company/Kaman_Corporation_2016Q1.txt,2016-03-01,2016-05-03,0.41,2016-05-03,high,48354810_2016_1,0.0466666666666666
41282210,2010.0,2.0,0.59,0.39,41282210,HARLEY-DAVIDSON INC,Harley-Davidson,high,transcripts_by_company/Harley-Davidson_2010Q2.txt,2010-04-20,2010-04-20,0.29,2010-04-20,high,41282210_2010_2,0.088
91300410,2011.0,2.0,0.59,1.18,91300410,UNITED STATIONERS INC,United Stationers Inc.,high,transcripts_by_company/United_Stationers_Inc_2011Q2.txt,2011-04-26,2011-04-25,0.95,2011-04-25,high,91300410_2011_2,0.0422222222222222
74971D10,2022.0,3.0,0.13,0.01,74971D10,RPT REALTY,RPT Realty,high,transcripts_by_company/RPT_Realty_2022Q3.txt,2022-08-04,2022-08-03,0.06,2022-08-03,high,74971D10_2022_3,0.0266666666666666
00108J10,2020.0,1.0,0.11,0.15,00108J10,ACM RESEARCH INC,ACM Research Inc.,high,transcripts_by_company/ACM_Research_Inc_2020Q1.txt,2018-03-05,2018-03-05,0.19,2018-03-05,high,00108J10_2020_1,0.05
87259010,2017.0,4.0,0.61,0.43,87259010,T-MOBILE US INC,"T-Mobile US, Inc.",high,transcripts_by_company/T-Mobile_US_Inc_2017Q4.txt,2017-10-23,2017-10-23,0.63,2017-10-23,high,87259010_2017_4,0.1055555555555555
31164210,2022.0,2.0,-0.03,0.32,31164210,FARO TECHNOLOGIES INC,"FARO Technologies, Inc.",high,transcripts_by_company/FARO_Technologies_Inc_2022Q2.txt,2022-04-27,2022-04-27,-0.14,2022-04-27,high,31164210_2022_2,0.05
76012510,2007.0,1.0,,,76012510,RENTOKIL INITIAL PLC,Rentokil Initial plc,high,transcripts_by_company/Rentokil_Initial_plc_2007Q1.txt,2007-02-22,2007-02-15,0.88,2007-02-15,high,76012510_2007_1,
81257810,2012.0,3.0,-0.12,-0.08,81257810,SEATTLE GENETICS INC /WA,Seattle Genetics Inc,high,transcripts_by_company/Seattle_Genetics_Inc_2012Q3.txt,2012-08-08,2012-08-08,-0.15,2012-08-08,high,81257810_2012_3,0.0655555555555555
74912110,2010.0,4.0,0.12,0.09,74912110,QWEST COMMUNICATIONS INTL,Qwest Communications,high,transcripts_by_company/Qwest_Communications_2010Q4.txt,2010-11-03,2010-11-03,0.11,2010-11-03,high,74912110_2010_4,0.01
81750R10,2016.0,4.0,-0.63,-0.44,81750R10,SERES THERAPEUTICS INC,Seres Therapeutics Inc.,high,transcripts_by_company/Seres_Therapeutics_Inc_2016Q4.txt,2016-11-10,2016-11-10,-0.46,2016-11-10,high,81750R10_2016_4,0.183
92854Q10,2018.0,4.0,-0.11,0.11,92854Q10,VIVINT SOLAR INC,"Vivint Solar, Inc.",high,transcripts_by_company/Vivint_Solar_Inc_2018Q4.txt,2018-11-06,2018-11-06,-0.07,2018-11-06,high,92854Q10_2018_4,0.377
30048L10,2021.0,2.0,-0.27,-0.36,30048L10,EVOFEM BIOSCIENCES INC,"Evofem Biosciences, Inc.",high,transcripts_by_company/Evofem_Biosciences_Inc_2021Q2.txt,2021-05-06,2021-05-06,-0.56,2021-05-06,high,30048L10_2021_2,0.0366666666666666
34338910,2019.0,1.0,-0.2,-0.09,34338910,FLOTEK INDUSTRIES INC,"Flotek Industries, Inc.",high,transcripts_by_company/Flotek_Industries_Inc_2019Q1.txt,2019-01-14,2019-03-06,-0.58,2019-03-06,high,34338910_2019_1,0.0125
60783C10,2005.0,3.0,-0.66,0.21,60783C10,MODTECH HOLDINGS INC,"Modtech Holdings, Inc.",high,transcripts_by_company/Modtech_Holdings_Inc_2005Q3.txt,2005-08-09,2005-08-09,0.18,2005-08-09,high,60783C10_2005_3,
63007710,2016.0,2.0,0.26,0.11,63007710,NANOMETRICS INC,Nanometrics Incorporated,high,transcripts_by_company/Nanometrics_Incorporated_2016Q2.txt,2016-04-26,2016-04-26,0.16,2016-04-26,high,63007710_2016_2,0.0433333333333333
73912810,2012.0,3.0,0.99,0.55,73912810,POWELL INDUSTRIES INC,"Powell Industries, Incorporated",high,transcripts_by_company/Powell_Industries_Incorporated_2012Q3.txt,2012-08-08,2012-08-07,1.02,2012-08-07,high,73912810_2012_3,0.08
60850710,2007.0,4.0,0.35,0.23,60850710,MOLDFLOW CORP,Moldflow Corp.,high,transcripts_by_company/Moldflow_Corp_2007Q4.txt,2007-11-05,2007-11-05,0.16,2007-11-05,high,60850710_2007_4,
03110010,2013.0,3.0,0.52,0.54,03110010,AMETEK INC,Ametek Inc,high,transcripts_by_company/Ametek_Inc_2013Q3.txt,2013-08-07,2013-08-07,0.52,2013-08-07,high,03110010_2013_3,0.0066666666666666
68371510,2009.0,2.0,0.73,0.69,68371510,OPEN TEXT CORP (PRE-REINCORPORAT,Open Text,high,transcripts_by_company/Open_Text_2009Q2.txt,2009-05-06,2009-05-06,0.59,2009-05-06,high,68371510_2009_2,0.0722222222222222
29362U10,2022.0,2.0,1.0,0.97,29362U10,ENTEGRIS INC,"Entegris, Inc.",high,transcripts_by_company/Entegris_Inc_2022Q2.txt,2022-06-01,2022-08-02,1.0,2022-08-02,high,29362U10_2022_2,0.02
37416310,2016.0,2.0,-0.05,-0.06,37416310,GERON CORP,Geron Corporation,high,transcripts_by_company/Geron_Corporation_2016Q2.txt,2016-04-12,2016-05-05,-0.06,2016-05-05,high,37416310_2016_2,0.01
29078710,2002.0,3.0,0.05,0.08,29078710,EMBARCADERO TECHNOLOGIES,"Embarcadero Technologies, Inc.",high,transcripts_by_company/Embarcadero_Technologies_Inc_2002Q3.txt,2002-07-22,2002-07-22,0.05,2002-07-22,high,29078710_2002_3,0.0088888888888888
68573C10,2007.0,2.0,-0.03,-0.05,68573C10,ORCHID CELLMARK INC,Orchid Cellmark,high,transcripts_by_company/Orchid_Cellmark_2007Q2.txt,2007-05-03,2007-05-03,-0.06,2007-05-03,high,68573C10_2007_2,
47816010,2008.0,3.0,1.17,1.13,47816010,JOHNSON  JOHNSON,"EF Johnson Technologies, Inc.",high,transcripts_by_company/EF_Johnson_Technologies_Inc_2008Q3.txt,2008-07-30,2008-07-15,1.18,2008-07-15,high,47816010_2008_3,0.03
45773310,2009.0,1.0,-0.34,-0.27,45773310,INSPIRE PHARMACEUTICALS INC,"Inspire Pharmaceuticals, Inc.",high,transcripts_by_company/Inspire_Pharmaceuticals_Inc_2009Q1.txt,2009-03-03,2009-03-03,-0.91,2009-03-03,high,45773310_2009_1,0.044
31164210,2014.0,2.0,0.36,0.37,31164210,FARO TECHNOLOGIES INC,"FARO Technologies, Inc.",high,transcripts_by_company/FARO_Technologies_Inc_2014Q2.txt,2014-04-30,2014-04-29,0.29,2014-04-29,high,31164210_2014_2,0.0166666666666666
91704710,2009.0,1.0,0.24,0.39,91704710,"URBAN OUTFITTERS, INC.",Urban Outfitters,high,transcripts_by_company/Urban_Outfitters_2009Q1.txt,2009-03-05,2009-03-05,1.17,2009-03-05,high,91704710_2009_1,0.017
26805710,2008.0,1.0,0.15,0.17,26805710,DYNAMICS RESEARCH CORP,Dynamics Research Corp.,high,transcripts_by_company/Dynamics_Research_Corp_2008Q1.txt,2008-02-28,2008-02-27,0.74,2008-02-27,high,26805710_2008_1,0.0177777777777777
22237210,2007.0,1.0,0.72,1.06,22237210,COUNTRYWIDE FINANCIAL CORP,Countrywide Financial Corp.,high,transcripts_by_company/Countrywide_Financial_Corp_2007Q1.txt,2007-01-30,2007-01-30,4.3,2007-01-30,high,22237210_2007_1,0.1
05453N10,2021.0,1.0,,,05453N10,AWARE INC,"Aware, Inc.",high,transcripts_by_company/Aware_Inc_2021Q1.txt,2021-02-09,2021-02-09,,2021-02-09,high,05453N10_2021_1,
75884910,2004.0,3.0,0.58,0.42,75884910,REGENCY CENTERS CORP,Regency Centers Corporation,high,transcripts_by_company/Regency_Centers_Corporation_2004Q3.txt,2004-07-29,2004-07-28,0.41,2004-07-28,high,75884910_2004_3,0.04375
92848310,2002.0,3.0,0.08,0.06,92848310,VITALWORKS INC,"VitalWorks, Inc.",high,transcripts_by_company/VitalWorks_Inc_2002Q3.txt,2002-07-23,2002-07-23,0.1,2002-07-23,high,92848310_2002_3,0.0066666666666666
91891410,2006.0,4.0,-0.06,,91891410,VALENCE TECHNOLOGY INC,Valence Technology,high,transcripts_by_company/Valence_Technology_2006Q4.txt,2006-11-08,2006-11-08,-0.05,2006-11-08,high,91891410_2006_4,
50215P10,2007.0,4.0,0.24,,50215P10,LSB CORP,LSB Industries,high,transcripts_by_company/LSB_Industries_2007Q4.txt,2007-11-05,2008-01-24,0.81,2008-01-24,high,50215P10_2007_4,
D1668R12,2018.0,1.0,2.12,2.0,D1668R12,DAIMLER AG,Daimler AG,high,transcripts_by_company/Daimler_AG_2018Q1.txt,2018-02-02,2018-02-01,9.84,2018-02-01,high,D1668R12_2018_1,
48354810,2018.0,3.0,0.57,0.88,48354810,KAMAN CORP,Kaman Corporation,high,transcripts_by_company/Kaman_Corporation_2018Q3.txt,2018-08-09,2018-08-08,0.54,2018-08-08,high,48354810_2018_3,0.0825
20824210,2018.0,4.0,0.59,0.52,20824210,CONN'S INC,"Conn's, Inc.",high,transcripts_by_company/Conns_Inc_2018Q4.txt,2018-12-04,2018-12-04,0.59,2018-12-04,high,20824210_2018_4,0.05875
34637510,2023.0,1.0,0.16,0.36,34637510,FORMFACTOR INC,"FormFactor, Inc.",high,transcripts_by_company/FormFactor_Inc_2023Q1.txt,2023-02-08,2023-02-08,1.26,2023-02-08,high,34637510_2023_1,0.0355555555555555
01880210,2008.0,1.0,0.62,0.65,01880210,ALLIANT ENERGY CORP,Alliant Energy,high,transcripts_by_company/Alliant_Energy_2008Q1.txt,2008-02-06,2008-02-06,2.65,2008-02-06,high,01880210_2008_1,
43163610,2022.0,2.0,0.14,0.11,43163610,HILLMAN SOLUTIONS CORP,The Hillman Group,high,transcripts_by_company/The_Hillman_Group_2022Q2.txt,2022-05-03,2022-05-03,0.09,2022-05-03,high,43163610_2022_2,0.0388888888888888
13442910,2009.0,1.0,0.65,0.73,13442910,CAMPBELL SOUP CO,Campbell Soup Company,high,transcripts_by_company/Campbell_Soup_Company_2009Q1.txt,2009-02-23,2009-02-23,0.65,2009-02-23,high,13442910_2009_1,0.0244444444444444
52904310,2012.0,1.0,-0.01,-0.01,52904310,LEXINGTON REALTY TRUST,Lexington Realty Trust,high,transcripts_by_company/Lexington_Realty_Trust_2012Q1.txt,2012-02-23,2012-02-23,-0.68,2012-02-23,high,52904310_2012_1,0.00625
36982210,2017.0,3.0,-0.04,-0.06,36982210,GENERAL FINANCE CORP,General Finance Corporation,high,transcripts_by_company/General_Finance_Corporation_2017Q3.txt,2017-07-13,2017-09-06,-0.25,2017-09-06,high,36982210_2017_3,0.0116666666666666
05155P1X,2010.0,2.0,0.03,0.02,05155P1X,AURIZON MINES LTD,AURIZON MINES LTD,high,transcripts_by_company/AURIZON_MINES_LTD_2010Q2.txt,2010-05-12,2010-05-12,0.01,2010-05-12,high,05155P1X_2010_2,0.016
41987910,2014.0,2.0,0.35,0.29,41987910,HAWAIIAN HOLDINGS INC,Hawaiian Holdings Inc.,high,transcripts_by_company/Hawaiian_Holdings_Inc_2014Q2.txt,2014-04-22,2014-04-22,-0.02,2014-04-22,high,41987910_2014_2,0.0655555555555555
53225780,2022.0,4.0,-0.03,-0.01,53225780,LIGHTPATH TECHNOLOGIES INC,"LightPath Technologies, Inc.",high,transcripts_by_company/LightPath_Technologies_Inc_2022Q4.txt,2022-11-10,2022-11-10,-0.05,2022-11-10,high,53225780_2022_4,
12662P10,2017.0,1.0,0.26,-0.12,12662P10,CVR ENERGY INC,"CVR Energy, Inc.",high,transcripts_by_company/CVR_Energy_Inc_2017Q1.txt,2017-02-16,2017-02-16,0.28,2017-02-16,high,12662P10_2017_1,0.13375
68386H10,2022.0,2.0,0.08,0.19,68386H10,OPPFI INC,OppFi Inc.,high,transcripts_by_company/OppFi_Inc_2022Q2.txt,2022-05-05,2022-05-05,0.01,2022-05-05,high,68386H10_2022_2,0.0455555555555555
36357610,2023.0,1.0,3.03,3.02,36357610,ARTHUR J GALLAGHER & CO,Arthur J. Gallagher &amp; Co.,high,transcripts_by_company/Arthur_J_Gallagher_and_Co_2023Q1.txt,2023-01-26,2023-01-26,7.73,2023-01-26,high,36357610_2023_1,0.0655555555555555
29364G10,2013.0,3.0,2.41,1.95,29364G10,ENTERGY CORP,Entergy Corp.,high,transcripts_by_company/Entergy_Corp_2013Q3.txt,2013-09-13,2013-10-29,2.41,2013-10-29,high,29364G10_2013_3,0.2166666666666666
14313010,2018.0,2.0,1.33,1.21,14313010,CARMAX INC,"CarMax, Inc.",high,transcripts_by_company/CarMax_Inc_2018Q2.txt,2018-06-22,2018-06-22,1.33,2018-06-22,high,14313010_2018_2,0.0688888888888888
G6218510,2009.0,4.0,1.13,0.62,G6218510,MONTPELIER RE HOLDING,Montpelier Re Holdings Ltd.,high,transcripts_by_company/Montpelier_Re_Holdings_Ltd_2009Q4.txt,2009-11-04,2009-11-03,0.71,2009-11-03,high,G6218510_2009_4,0.1111111111111111
35905910,2007.0,3.0,0.45,0.16,35905910,FRONTIER AIRLINES HOLDINGS INC,Frontier Airlines,high,transcripts_by_company/Frontier_Airlines_2007Q3.txt,2007-07-27,2007-07-26,-0.1,2007-07-26,high,35905910_2007_3,0.05
15671010,2004.0,2.0,0.4,0.37,15671010,CERADYNE INC CAL,"Ceradyne, Inc.",high,transcripts_by_company/Ceradyne_Inc_2004Q2.txt,2004-04-22,2004-04-22,0.31,2004-04-22,high,15671010_2004_2,0.0111111111111111
29442910,2006.0,3.0,0.52,0.51,29442910,EQUIFAX INC,Equifax Inc.,high,transcripts_by_company/Equifax_Inc_2006Q3.txt,2006-07-20,2006-07-20,0.49,2006-07-20,high,29442910_2006_3,0.01
14160C10,2006.0,3.0,-0.02,-0.03,14160C10,CARDIOTECH INTERNATIONAL,CardioTech Int'l,high,transcripts_by_company/CardioTech_Intl_2006Q3.txt,2006-08-14,2006-08-14,-0.06,2006-08-14,high,14160C10_2006_3,0.01125
70756910,2007.0,2.0,0.49,0.53,70756910,PENN NATIONAL GAMING INC,Penn National Gaming,high,transcripts_by_company/Penn_National_Gaming_2007Q2.txt,2007-04-26,2007-04-26,0.49,2007-04-26,high,70756910_2007_2,0.0233333333333333
81725T10,2013.0,2.0,0.74,0.74,81725T10,SENSIENT TECHNOLOGIES CORP,Sensient Technologies Corp,high,transcripts_by_company/Sensient_Technologies_Corp_2013Q2.txt,2013-04-19,2013-04-18,0.62,2013-04-18,high,81725T10_2013_2,0.01
77070010,2021.0,4.0,-0.49,-0.32,77070010,ROBINHOOD MARKETS INC,"Robinhood Markets, Inc.",high,transcripts_by_company/Robinhood_Markets_Inc_2021Q4.txt,2021-10-26,2021-10-26,-2.06,2021-10-26,high,77070010_2021_4,0.2333333333333333
03265410,2017.0,4.0,1.45,1.21,03265410,ANALOG DEVICES INC,"Analog Devices, Inc.",high,transcripts_by_company/Analog_Devices_Inc_2017Q4.txt,2017-11-29,2017-11-21,4.72,2017-11-21,high,03265410_2017_4,0.044
90341710,2006.0,3.0,-0.02,0.3,90341710,U.S. SHIPPING PARTNERS LP,U.S. Shipping Partners LP,high,transcripts_by_company/US_Shipping_Partners_LP_2006Q3.txt,2006-08-07,2006-08-07,0.21,2006-08-07,high,90341710_2006_3,0.0566666666666666
69037010,2014.0,3.0,0.07,0.15,69037010,OVERSTOCK.COM INC,"Overstock.com, Inc.",high,transcripts_by_company/Overstockcom_Inc_2014Q3.txt,2014-07-24,2014-07-24,0.08,2014-07-24,high,69037010_2014_3,0.0533333333333333
87959M10,2004.0,4.0,-0.47,-0.64,87959M10,TELIK INC,Telik Inc,high,transcripts_by_company/Telik_Inc_2004Q4.txt,2004-11-04,2004-11-04,-0.37,2004-11-04,high,87959M10_2004_4,0.038
58470H10,2009.0,1.0,0.17,0.12,58470H10,MEDIFAST INC,Medifast Inc,high,transcripts_by_company/Medifast_Inc_2009Q1.txt,2009-02-18,2009-03-12,0.38,2009-03-12,high,58470H10_2009_1,0.0
69790010,2010.0,2.0,0.2,0.37,69790010,PAN AMERICAN SILVER CORP,Pan America Silver,high,transcripts_by_company/Pan_America_Silver_2010Q2.txt,2010-05-11,2010-05-10,0.18,2010-05-10,high,69790010_2010_2,0.0788888888888888
Y1108210,2016.0,2.0,0.1,0.12,Y1108210,CAPITAL PRODUCT PARTNERS LP,Crown Capital Partners Inc,high,transcripts_by_company/Crown_Capital_Partners_Inc_2016Q2.txt,2016-05-11,2016-07-29,0.1,2016-07-29,high,Y1108210_2016_2,0.0211111111111111
25382710,2010.0,1.0,,,25382710,DIGIRAD CORP,Digirad Corporation,high,transcripts_by_company/Digirad_Corporation_2010Q1.txt,2010-02-11,2010-02-11,,2010-02-11,high,25382710_2010_1,
09776J10,2005.0,4.0,-0.39,,09776J10,BON-TON STORES INC,Bon-Ton Stores,high,transcripts_by_company/Bon-Ton_Stores_2005Q4.txt,2005-11-17,2005-11-17,-0.39,2005-11-17,high,09776J10_2005_4,
02136910,2019.0,4.0,0.09,0.23,02136910,ALTAIR ENGINEERING INC,Altair Engineering Inc.,high,transcripts_by_company/Altair_Engineering_Inc_2019Q4.txt,2019-11-07,2019-11-07,-0.09,2019-11-07,high,02136910_2019_4,0.038
03073E10,2020.0,3.0,1.89,1.74,03073E10,AMERISOURCEBERGEN CORP,AmerisourceBergen Corporation,high,transcripts_by_company/AmerisourceBergen_Corporation_2020Q3.txt,2020-08-05,2020-08-05,1.85,2020-08-05,high,03073E10_2020_3,0.0388888888888888
45784P10,2012.0,1.0,-0.31,-0.2,45784P10,INSULET CORP,Insulet Corporation,high,transcripts_by_company/Insulet_Corporation_2012Q1.txt,2012-02-09,2012-02-09,-1.22,2012-02-09,high,45784P10_2012_1,0.0366666666666666
98980L10,2021.0,1.0,1.22,0.3,98980L10,ZOOM COMMUNICATIONS INC,"Zoom Video Communications, Inc.",high,transcripts_by_company/Zoom_Video_Communications_Inc_2021Q1.txt,2021-03-01,2021-03-01,3.34,2021-03-01,high,98980L10_2021_1,0.0822222222222222
92829810,2022.0,4.0,0.69,0.63,92829810,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",high,transcripts_by_company/Vishay_Intertechnology_Inc_2022Q4.txt,2021-11-03,2021-11-03,0.63,2021-11-03,high,92829810_2022_4,0.0611111111111111
80689H10,2019.0,1.0,0.21,0.34,80689H10,SCHNEIDER NATIONAL INC,"Schneider National, Inc.",high,transcripts_by_company/Schneider_National_Inc_2019Q1.txt,2019-01-31,2019-01-31,1.55,2019-01-31,high,80689H10_2019_1,0.0155555555555555
96216610,2002.0,4.0,0.41,0.54,96216610,WEYERHAEUSER CO,Weyerhaeuser Company,high,transcripts_by_company/Weyerhaeuser_Company_2002Q4.txt,2002-11-20,2003-01-22,1.34,2003-01-22,high,96216610_2002_4,0.0822222222222222
70432610,2008.0,4.0,0.39,0.42,70432610,PAYCHEX INC,Paychex,high,transcripts_by_company/Paychex_2008Q4.txt,2008-12-18,2008-12-17,0.39,2008-12-17,high,70432610_2008_4,0.0075
62885220,2012.0,1.0,-0.54,-0.44,62885220,NCI BUILDING SYSTEMS INC,NCI Building Systems Inc,high,transcripts_by_company/NCI_Building_Systems_Inc_2012Q1.txt,2012-03-06,2012-03-06,-0.54,2012-03-06,high,62885220_2012_1,0.3714285714285714
80640710,2015.0,4.0,1.67,1.72,80640710,HENRY SCHEIN INC,"Henry Schein, Inc.",high,transcripts_by_company/Henry_Schein_Inc_2015Q4.txt,2015-11-04,2015-11-04,1.55,2015-11-04,high,80640710_2015_4,0.0177777777777777
52324W10,2003.0,3.0,0.1,0.02,52324W10,LECROY CORPORATION,"LeCroy Corporation, Inc.",high,transcripts_by_company/LeCroy_Corporation_Inc_2003Q3.txt,2003-08-06,2003-08-06,-0.02,2003-08-06,high,52324W10_2003_3,0.01
29426810,2004.0,1.0,0.26,0.28,29426810,EPLUS INC,ePlus,high,transcripts_by_company/ePlus_2004Q1.txt,2004-02-13,2004-02-13,0.26,2004-02-13,high,29426810_2004_1,
28413120,2007.0,4.0,-0.18,-0.1,28413120,ELAN PLC,"Elan Corporation, PLC",high,transcripts_by_company/Elan_Corporation_PLC_2007Q4.txt,2007-10-25,2007-10-25,-0.16,2007-10-25,high,28413120_2007_4,0.0444444444444444
52904310,2015.0,2.0,0.14,0.1,52904310,LEXINGTON REALTY TRUST,Lexington Realty Trust,high,transcripts_by_company/Lexington_Realty_Trust_2015Q2.txt,2015-05-07,2015-05-07,0.14,2015-05-07,high,52904310_2015_2,0.006
D1489510,2022.0,4.0,0.57,,D1489510,CARL ZEISS MEDITEC AG,Carl Zeiss Meditec AG,high,transcripts_by_company/Carl_Zeiss_Meditec_AG_2022Q4.txt,2022-12-09,2022-12-09,3.29,2022-12-09,high,D1489510_2022_4,
K0834C11,2017.0,1.0,-0.2,0.8,K0834C11,BAVARIAN NORDIC A/S,Bavarian Nordic A/S,high,transcripts_by_company/Bavarian_Nordic_AS_2017Q1.txt,2017-03-15,2017-03-15,1.0,2017-03-15,high,K0834C11_2017_1,0.92125
98529410,2022.0,4.0,,-0.2,98529410,EVMO INC,"EVmo, Inc.",high,transcripts_by_company/EVmo_Inc_2022Q4.txt,2021-11-17,2021-11-15,,2021-11-15,high,98529410_2022_4,
03875Q10,2007.0,2.0,0.13,0.16,03875Q10,ARBITRON INC,Arbitron Inc.,high,transcripts_by_company/Arbitron_Inc_2007Q2.txt,2007-04-19,2007-04-19,0.52,2007-04-19,high,03875Q10_2007_2,0.014
29975E10,2020.0,4.0,-0.21,-0.13,29975E10,EVENTBRITE INC,"Eventbrite, Inc.",high,transcripts_by_company/Eventbrite_Inc_2020Q4.txt,2020-11-05,2020-11-05,-0.21,2020-11-05,high,29975E10_2020_4,0.086
23311P10,2006.0,1.0,0.3,0.25,23311P10,DCP MIDSTREAM PARTNERS LP,DCP Midstream Partners,high,transcripts_by_company/DCP_Midstream_Partners_2006Q1.txt,2006-02-09,2006-02-09,2.13,2006-02-09,high,23311P10_2006_1,0.0075
07332010,2012.0,1.0,,,07332010,BE SEMICONDUCTOR INDUSTRIES NV,BE Semiconductor Industries,high,transcripts_by_company/BE_Semiconductor_Industries_2012Q1.txt,2012-02-29,2012-02-29,,2012-02-29,high,07332010_2012_1,
13321L1X,2012.0,2.0,0.16,0.33,13321L1X,CAMECO CORP,Cameco Corp,high,transcripts_by_company/Cameco_Corp_2012Q2.txt,2012-05-01,2012-05-01,0.31,2012-05-01,high,13321L1X_2012_2,0.0555555555555555
20464U10,2023.0,3.0,-0.08,-0.04,20464U10,COMPASS INC,"Compass Minerals International, Inc.",high,transcripts_by_company/Compass_Minerals_International_Inc_2023Q3.txt,2023-08-09,2023-08-07,-0.1,2023-08-07,high,20464U10_2023_3,0.01625
74835Y10,2010.0,2.0,0.14,0.15,74835Y10,QUESTCOR PHARMACEUTICALS,"Questcor Pharmaceuticals, Inc.",high,transcripts_by_company/Questcor_Pharmaceuticals_Inc_2010Q2.txt,2010-04-29,2010-04-29,0.12,2010-04-29,high,74835Y10_2010_2,0.01
75747910,2012.0,2.0,,,75747910,REDIFF.COM INDIA LIMITED ADR,Info Edge (India) Limited,high,transcripts_by_company/Info_Edge_India_Limited_2012Q2.txt,2012-05-03,2012-05-29,,2012-05-29,high,75747910_2012_2,
78223310,2008.0,3.0,0.39,,78223310,RUSS BERRIE & CO,"Russ Berrie and Company, Inc.",high,transcripts_by_company/Russ_Berrie_and_Company_Inc_2008Q3.txt,2008-08-19,2008-08-18,-0.57,2008-08-18,high,78223310_2008_3,
14141A10,2006.0,4.0,0.0,0.15,14141A10,CARDIAC SCIENCE CORP,Cardiac Science Inc.,high,transcripts_by_company/Cardiac_Science_Inc_2006Q4.txt,2006-11-01,2006-11-01,-0.01,2006-11-01,high,14141A10_2006_4,0.02
Y8166910,2023.0,3.0,0.16,0.07,Y8166910,STEALTHGAS INC,StealthGas Inc.,high,transcripts_by_company/StealthGas_Inc_2023Q3.txt,2023-08-18,2023-08-18,0.28,2023-08-18,high,Y8166910_2023_3,
06753210,2021.0,3.0,0.0,0.0,06753210,BARFRESH FOOD GROUP INC,"Barfresh Food Group, Inc.",high,transcripts_by_company/Barfresh_Food_Group_Inc_2021Q3.txt,2021-08-11,2021-08-11,0.0,2021-08-11,high,06753210_2021_3,0.0
70432610,2014.0,1.0,0.44,0.42,70432610,PAYCHEX INC,Paychex Incorporated,high,transcripts_by_company/Paychex_Incorporated_2014Q1.txt,2014-03-27,2014-03-26,0.44,2014-03-26,high,70432610_2014_1,0.0066666666666666
N0796A10,2022.0,3.0,,-0.04,N0796A10,ALLEGO NV,Allegro.eu SA,medium,transcripts_by_company/Allegroeu_SA_2022Q3.txt,2022-09-29,2022-11-14,,2022-11-14,medium,N0796A10_2022_3,0.0114285714285714
07401410,2004.0,2.0,0.15,0.11,07401410,BEASLEY BROADCAST GROUP INC,"Beasley Broadcast Group, Inc",high,transcripts_by_company/Beasley_Broadcast_Group_Inc_2004Q2.txt,2004-06-07,2004-07-29,0.15,2004-07-29,high,07401410_2004_2,0.01
48562P10,2008.0,2.0,0.22,0.2,48562P10,KAPSTONE PAPER AND PACKAGING COR,KapStone Paper and Packaging Corporation,high,transcripts_by_company/KapStone_Paper_and_Packaging_Corporation_2008Q2.txt,2008-04-07,2008-05-05,0.21,2008-05-05,high,48562P10_2008_2,
76129910,2020.0,1.0,0.02,-0.94,76129910,RETROPHIN INC,"Retrophin, Inc.",high,transcripts_by_company/Retrophin_Inc_2020Q1.txt,2020-02-24,2020-02-24,-3.46,2020-02-24,high,76129910_2020_1,0.1166666666666666
83368E20,2010.0,3.0,,,83368E20,SOCKET MOBILE INC,"Socket Mobile, Inc.",high,transcripts_by_company/Socket_Mobile_Inc_2010Q3.txt,2010-07-22,2010-07-22,,2010-07-22,high,83368E20_2010_3,
44913M10,2007.0,1.0,-0.05,0.07,44913M10,HYPERCOM CORP,Hypercom Corporation,high,transcripts_by_company/Hypercom_Corporation_2007Q1.txt,2007-03-07,2007-03-07,0.09,2007-03-07,high,44913M10_2007_1,0.015
38410910,2018.0,1.0,0.48,1.07,38410910,GRACO INC,Graco Inc.,high,transcripts_by_company/Graco_Inc_2018Q1.txt,2018-01-30,2018-01-29,1.43,2018-01-29,high,38410910_2018_1,0.0333333333333333
